X,FILENAME,CONSTITUENCY.NUMBER,POLLING.STATION.NUMBER,STREAM.NUMBER,FIRST.PAGE,DOES.THE.FORM.HAVE.A.SERIAL.NUMBER.,DOES.THE.FORM.HAVE.A.QR.CODE.,DO.THE.CONSTITUENCY..POLLING.STATION..AND.STREAM.DETAILS.IN.THE.FORM.MATCH.THE.ONES.LISTED.ON.THIS.SPREADSHEET.,DO.THE.VOTE.TALLIES.SHOW.ANY.SIGN.OF.CROSSING.OUT.OR.EDITING.,IS.THE.PRESIDING.OFFICER.SIGNATURE.PRESENT.,IS.THE.FIRST.PAGE.STAMPED,SECOND.PAGE,IS.THE.DEPUTY.PRESIDING.OFFICER.SIGNITURE.PRESENT.,ARE.THE.PRESIDING.AND.DEPUTY.PRESIDING.OFFICER.SIGNATURES.DIFFERENT.,IS.THERE.AT.LEAST.ONE.CANDIDATE.CANDIDATE.AGENT.LISTED.,IS.THERE.AT.LEAST.ONE.SIGNITURE.OF.A.CANDIDATE.CANDIDATE.AGENT.,FOR.EACH.LISTED.CANDIDATE.CANDIDATE.AGENT..IS.THERE.A.SIGNATURE.,DO.THE.CANDIDATE.CANDIDATE.AGENT.SIGNATURES.APPEAR.DIFFERENT.,IS.ANYTHING.WRITTEN.IN.THE..REASONS.FOR.REFUSAL.TO.SIGN..COLUMN.,IS.THE.SECOND.PAGE.STAMPED.,DID.THE.PRESIDING.OFFICER.GIVE.ANY.COMMENT.,IS.THE.SECOND.PAGE.MISSING.,DID.THE.DOCUMENT.SCAN.CORRECTLY.,TALLIES.EDITED,EDITED.RESULTS
Final,030-162-0805-013-1.pdf,162,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,030-162-0807-058-1.pdf,162,58,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,030-162-0808-088-1.pdf,162,88,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,030-162-0809-114-1.pdf,162,114,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0812-014-2.pdf,163,14,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0812-015-1.pdf,163,15,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0812-019-1.pdf,163,19,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,031-163-0813-027-3.pdf,163,27,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0813-028-1.pdf,163,28,1,NA,0,0,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0813-041-1.pdf,163,41,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0813-042-2.pdf,163,42,2,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,0,0
Final,031-163-0814-052-1.pdf,163,52,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0814-058-1.pdf,163,58,1,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0815-090-2.pdf,163,90,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0815-092-1.pdf,163,92,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0815-102-1.pdf,163,102,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-163-0816-128-1.pdf,163,128,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-164-0817-004-1.pdf,164,4,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,031-164-0817-007-1.pdf,164,7,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,031-164-0817-015-1.pdf,164,15,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,031-164-0818-045-1.pdf,164,45,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,031-164-0818-052-1.pdf,164,52,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-164-0819-053-3.pdf,164,53,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-164-0819-065-2.pdf,164,65,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,031-164-0819-067-1.pdf,164,67,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,031-164-0820-070-3.pdf,164,70,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-164-0820-073-4.pdf,164,73,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,031-164-0820-074-1.pdf,164,74,1,NA,1,1,1,0,1,0,NA,0,1,1,1,1,1,0,1,1,0,1,1,1
Final,031-164-0820-079-3.pdf,164,79,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,031-164-0820-079-6.pdf,164,79,6,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-164-0820-083-1.pdf,164,83,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,031-164-0821-088-2.pdf,164,88,2,NA,1,1,1,1,1,0,NA,1,0,0,0,0,0,0,1,1,0,1,0,1
Final,031-164-0821-089-1.pdf,164,89,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,031-164-0821-093-1.pdf,164,93,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-165-0822-025-1.pdf,165,25,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,031-165-0822-027-1.pdf,165,27,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,0,0,0,1,0,1,0,0
Final,031-165-0825-077-1.pdf,165,77,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,0,0,0,1,0,1,1,1
Final,031-165-0825-080-1.pdf,165,80,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-165-0825-090-1.pdf,165,90,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,031-165-0825-094-1.pdf,165,94,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-166-0827-014-3.pdf,166,14,3,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-166-0827-023-2.pdf,166,23,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-166-0828-025-1.pdf,166,25,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-166-0828-026-1.pdf,166,26,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-166-0828-030-1.pdf,166,30,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-166-0829-039-3.pdf,166,39,3,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-166-0829-039-4.pdf,166,39,4,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-166-0829-040-1.pdf,166,40,1,NA,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,0,0,0,1,0,1
Final,032-166-0829-041-2.pdf,166,41,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-166-0829-041-3.pdf,166,41,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,1,1
Final,032-166-0829-055-1.pdf,166,55,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-167-0830-001-1.pdf,167,1,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-167-0831-023-1.pdf,167,23,1,NA,1,1,1,0,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,0,0
Final,032-167-0831-030-1.pdf,167,30,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-167-0833-052-1.pdf,167,52,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-167-0835-070-2.pdf,167,70,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-167-0835-073-1.pdf,167,73,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-167-0835-074-1.pdf,167,74,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-167-0835-075-2.pdf,167,75,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1
Final,032-168-0836-004-1.pdf,168,4,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,1,1
Final,032-168-0836-007-1.pdf,168,7,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-168-0836-010-1.pdf,168,10,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-168-0837-011-1.pdf,168,11,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-168-0837-019-3.pdf,168,19,3,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-168-0837-020-2.pdf,168,20,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0838-027-1.pdf,168,27,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0838-028-4.pdf,168,28,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0839-035-1.pdf,168,35,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0839-044-1.pdf,168,44,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0840-051-2.pdf,168,51,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-168-0840-055-2.pdf,168,55,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-168-0841-065-3.pdf,168,65,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1
Final,032-168-0843-083-4.pdf,168,83,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,1,1
Final,032-168-0843-083-7.pdf,168,83,7,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-168-0843-084-2.pdf,168,84,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-169-0844-004-1.pdf,169,4,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-169-0844-004-2.pdf,169,4,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-169-0844-014-2.pdf,169,14,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,0,0
Final,032-169-0845-018-1.pdf,169,18,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-169-0845-020-1.pdf,169,20,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-169-0845-024-1.pdf,169,24,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-169-0845-034-2.pdf,169,34,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1
Final,032-169-0846-039-1.pdf,169,39,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-169-0846-041-1.pdf,169,41,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-169-0846-051-2.pdf,169,51,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-169-0847-055-1.pdf,169,55,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-169-0847-061-1.pdf,169,61,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-169-0848-072-1.pdf,169,72,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-170-0849-017-1.pdf,170,17,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-170-0850-020-1.pdf,170,20,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-170-0850-021-1.pdf,170,21,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-170-0852-062-1.pdf,170,62,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-170-0852-073-1.pdf,170,73,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-170-0852-076-2.pdf,170,76,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-171-0853-013-1.pdf,171,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0854-029-1.pdf,171,29,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0854-030-1.pdf,171,30,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0855-052-1.pdf,171,52,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0855-053-1.pdf,171,53,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0855-057-2.pdf,171,57,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-171-0856-060-1.pdf,171,60,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-171-0856-065-1.pdf,171,65,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-171-0856-066-2.pdf,171,66,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-172-0857-005-1.pdf,172,5,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0857-010-1.pdf,172,10,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,032-172-0857-013-1.pdf,172,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0858-038-1.pdf,172,38,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,1,1
Final,032-172-0858-041-1.pdf,172,41,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-172-0858-051-1.pdf,172,51,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0858-057-1.pdf,172,57,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0858-065-1.pdf,172,65,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-172-0859-067-1.pdf,172,67,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0859-070-1.pdf,172,70,1,NA,1,1,1,0,1,1,NA,1,1,1,0,0,0,1,1,1,0,1,0,0
Final,032-172-0859-096-1.pdf,172,96,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-172-0859-099-1.pdf,172,99,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-173-0860-003-1.pdf,173,3,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,1,1
Final,032-173-0860-006-1.pdf,173,6,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-173-0860-010-1.pdf,173,10,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-173-0860-014-1.pdf,173,14,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-173-0860-018-2.pdf,173,18,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,032-173-0860-018-4.pdf,173,18,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0860-019-1.pdf,173,19,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0861-020-1.pdf,173,20,1,NA,1,1,1,0,0,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-173-0861-027-1.pdf,173,27,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-173-0861-039-1.pdf,173,39,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,1,0,0,1,0,0
Final,032-173-0862-051-1.pdf,173,51,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-173-0862-052-1.pdf,173,52,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-173-0862-054-1.pdf,173,54,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-173-0862-055-1.pdf,173,55,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0862-065-1.pdf,173,65,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0862-070-1.pdf,173,70,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-173-0862-074-1.pdf,173,74,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-173-0863-088-1.pdf,173,88,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-173-0863-098-1.pdf,173,98,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0863-108-1.pdf,173,108,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-173-0864-121-1.pdf,173,121,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0865-002-1.pdf,174,2,1,NA,1,1,1,0,0,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-174-0865-007-1.pdf,174,7,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,1
Final,032-174-0865-010-1.pdf,174,10,1,NA,1,0,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0865-013-1.pdf,174,13,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0865-014-1.pdf,174,14,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0865-021-1.pdf,174,21,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-174-0866-037-1.pdf,174,37,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0867-040-1.pdf,174,40,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,0,1,0,1,0,0
Final,032-174-0867-048-2.pdf,174,48,2,NA,1,1,1,0,1,1,NA,0,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0867-049-1.pdf,174,49,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0867-050-1.pdf,174,50,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-174-0867-050-3.pdf,174,50,3,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-174-0867-052-1.pdf,174,52,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-174-0867-054-2.pdf,174,54,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0867-055-1.pdf,174,55,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0868-058-3.pdf,174,58,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0868-059-1.pdf,174,59,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0868-063-1.pdf,174,63,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,032-174-0868-066-1.pdf,174,66,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-174-0869-087-2.pdf,174,87,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-174-0869-089-1.pdf,174,89,1,NA,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-175-0871-005-1.pdf,175,5,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-175-0871-006-1.pdf,175,6,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,0,0
Final,032-175-0872-013-5.pdf,175,13,5,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-175-0872-014-4.pdf,175,14,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-175-0872-014-5.pdf,175,14,5,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,032-175-0872-016-5.pdf,175,16,5,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-175-0872-017-3.pdf,175,17,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-175-0874-026-3.pdf,175,26,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,032-175-0875-029-2.pdf,175,29,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-175-0875-029-3.pdf,175,29,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-175-0875-033-2.pdf,175,33,2,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,032-176-0876-016-1.pdf,176,16,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,1,1
Final,032-176-0876-021-4.pdf,176,21,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-176-0877-027-1.pdf,176,27,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-176-0877-028-2.pdf,176,28,2,NA,0,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-176-0878-030-4.pdf,176,30,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-176-0878-031-1.pdf,176,31,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-176-0878-032-4.pdf,176,32,4,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,0,0,0,1,0,0
Final,032-176-0878-034-1.pdf,176,34,1,NA,0,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-176-0879-035-1.pdf,176,35,1,NA,1,1,1,0,1,0,NA,0,1,1,1,1,1,0,0,1,0,1,0,0
Final,032-176-0879-035-3.pdf,176,35,3,NA,1,1,1,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0
Final,032-176-0879-035-7.pdf,176,35,7,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,032-176-0879-041-4.pdf,176,41,4,NA,1,1,1,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0
Final,032-176-0880-042-1.pdf,176,42,1,NA,1,1,1,0,1,1,NA,1,1,0,0,0,0,0,0,1,0,1,0,0
Final,032-176-0880-047-3.pdf,176,47,3,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-176-0880-050-2.pdf,176,50,2,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,0
Final,032-176-0880-051-4.pdf,176,51,4,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,032-176-0880-051-5.pdf,176,51,5,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0,1
Final,033-177-0881-002-1.pdf,177,2,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,1
Final,033-177-0881-003-1.pdf,177,3,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,033-177-0881-020-1.pdf,177,20,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,033-177-0881-022-1.pdf,177,22,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,033-177-0881-032-1.pdf,177,32,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,1
Final,033-177-0882-055-1.pdf,177,55,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0
Final,033-177-0883-063-1.pdf,177,63,1,NA,1,1,1,1,1,1,NA,0,1,1,1,1,1,0,0,0,0,1,0,1
Final,033-177-0883-070-1.pdf,177,70,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
Final,033-177-0883-071-1.pdf,177,71,1,NA,1,1,1,0,1,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,0
